he1	he2	ho1	ho2	n_all	r_hat1	r_hat2	mean_r_hat	r_max1	r_max2	fst	fit	fis	wc_he	corr_fst	corr_fit	corr_fis	corr_wc_he	corr_fst_mr	corr_fit_mr	corr_fis_mr	corr_wc_he_mr	het_f	hom_f	het_m	hom_m	auto_df	auto_g	sex_df	sex_g	maf	nind
7680	0.380208333333333	0.405482041587902	0.416666666666667	0.347826086956522	4	1e-04	0.0765370138017567	0.0383185069008784	0.291666666666667	0.354166666666667	-0.0127307260113677	0.0340192674397659	0.0461623136835773	0.4015135162915	-0.00886963416258238	0.134198360582404	0.141810190237057	0.407898615649564	-0.0146227487006712	0.0786101275899653	0.091889203558693	0.409414486177369	11	15	5	13	9	7.50874437816896	9	16.1358141382651	0.75531914893617	47
7690	0.31301652892562	0.478298611111111	0.363636363636364	0.375	3	1e-04	0.121057985757884	0.060578992878942	0.375	0.3125	0.0332866634561491	0.126493111223021	0.096415808330626	0.408999206491795	0.0566579395879774	0.203565955101089	0.155731437914415	0.408812804204332	0.0240367920833056	0.194595607208992	0.174759472224126	0.419937724963025	10	17	6	10	5	3.44601227462928	5	20.8581649188889	0.739130434782609	46
7692	0	0.21875	0	0.125	2	1e-04	0.272727272727273	0.136413636363636	0.666666666666667	0.625	0.0833333333333333	0.5	0.454545454545455	0.114583333333333	0.262323621284404	0.806869439076129	0.738190666671284	0.172126703402144	0.000605172916369182	0.782006187264141	0.781874183427591	0.210899923902462	2	16	0	12	2	3.88204436955877	2	0.111676469771065	0.9375	32
7694	0.762222222222222	0.795138888888889	0.133333333333333	0.0833333333333334	10	0.645833333333333	0.729166666666667	0.6875	0.645833333333333	0.729166666666667	0.0434345171006298	0.8726447233525	0.866861935827453	0.834555555555556	-0.00373872773832163	0.967610487132617	0.967731131645817	0.301706928715772	-0.00786066990997659	0.967444568658762	0.967698480243161	0.302327106387383	3	14	0	8	54	9.64590823632649	54	7.65583365924544	0.296296296296296	27
7696	0.371111111111111	0.365234375	0.0666666666666667	0.1875	4	0.666666666666667	0.321554770318021	0.494110718492344	0.666666666666667	0.604166666666667	-0.0178928008507352	0.662373955861671	0.66830883973622	0.38901325546904	0.080117962744976	0.747403753289468	0.725403653424636	0.324825284267575	-0.0332008649840205	0.719551365811239	0.728563299070507	0.35930891142489	3	15	1	9	9	4.00882813227462	9	5.9723630353333	0.774193548387097	31
7697	0.340264650283554	0.287334593572779	0.347826086956522	0.260869565217391	2	1e-04	0.0482758620689656	0.0241879310344828	0.354166666666667	0.395833333333333	-0.0172836145890038	0.0359281437125747	0.0523076923076921	0.321146245059288	-0.0197880356417638	0.0634357969652825	0.0816089517609143	0.331005796650322	-0.0183127689714046	0.06180029256464	0.0786723529127172	0.330142882962948	9	17	4	13	2	2.32850541523693	2	12.8407569051996	0.804347826086957	46
7698	0.255	0.290657439446367	0.1	0.117647058823529	2	0.436619718309859	0.423728813559322	0.430174265934591	0.541666666666667	0.604166666666667	-0.0433831791161278	0.602546140895919	0.619072008194753	0.283801953213718	-0.0405658854735692	0.76882875918321	0.777840842137947	0.346777820968196	-0.0403215412591229	0.76876309235105	0.777725541115799	0.346822908934559	4	19	0	12	2	7.9079456403506	2	6.33388794329013	0.837837837837838	37
7699	0.226843100189036	0.254340277777778	0.173913043478261	0.208333333333333	3	0.132075471698113	0.099437148217636	0.115756309957875	0.4375	0.395833333333333	-0.0253002780138965	0.206201271468072	0.225789024392356	0.247334857984719	-0.02701524680204	0.278877944417882	0.297846786766237	0.298898236936002	-0.0270458441633787	0.278571321634015	0.297569156755944	0.298840799863154	6	20	3	15	5	2.77712086805155	5	9.41852993565488	0.861702127659574	47
7704	0.507231404958678	0.447845804988662	0.0454545454545454	0.0952380952380952	3	0.520833333333333	0.520833333333333	0.520833333333333	0.520833333333333	0.520833333333333	-0.0399423101896624	0.854849892188626	0.860424846273538	0.499855740780301	-0.0318394644689016	0.905827930479833	0.908733797491804	0.371381085354411	-0.0318394644689016	0.905827930479833	0.908733797491804	0.371381085354411	2	23	1	14	5	5.41370404950139	5	7.72736448655885	0.686046511627907	43
7714	0.172335600907029	0.1171875	0	0	2	0.5625	0.666666666666667	0.614583333333333	0.5625	0.666666666666667	-0.0506758816952942	1	1	0.156972789115646	-0.020211648299322	1	1	0.266834724153918	-0.0348417223859764	1	1	0.267940687391058	0	19	0	15	2	0.158895671798577	2	0.199688284840097	0.918918918918919	37
7716	0.443786982248521	0.390532544378698	0.153846153846154	0	6	0.485148514851485	0.729166666666667	0.607157590759076	0.6875	0.729166666666667	-0.0606060606060606	0.818181818181818	0.828571428571429	0.448717948717949	0.00683460665220628	0.962086681471037	0.961825775663443	0.292619245359867	-0.0468660423860189	0.960035596862962	0.961824721101899	0.318046973675577	2	12	0	11	20	6.57060279022083	20	6.73724970035165	0.75	26
7722	0.444444444444444	0.444444444444444	0	0	2	0.5625	0.6875	0.625	0.5625	0.6875	-0.0606060606060606	1	1	0.470588235294118	-0.0200874220470274	1	1	0.306466939649959	-0.0360777058279371	1	1	0.307277628032345	0	21	0	12	2	3.39919713321392	2	4.27011554213422	0.666666666666667	36
7727	0.1171875	0.469387755102041	0	0	5	0.666666666666667	0.708333333333333	0.6875	0.666666666666667	0.708333333333333	0.0394981370513738	1	1	0.301658163265306	-0.010928821651471	1	1	0.249589035009774	-0.0231603050679705	1	1	0.251168787352998	0	17	0	11	14	3.25556536923612	14	3.69368566225484	0.833333333333333	30
7729	0.5	0.4921875	0.0769230769230769	0	4	0.708333333333333	0.666666666666667	0.6875	0.708333333333333	0.666666666666667	0.186703616734714	0.947198070698737	0.935076645626691	0.531130268199234	0.0208552524124126	1	1	0.273678160162323	0.0192520815422559	1	1	0.273186329326251	1	13	0	14	9	1.92829699679943	9	1.9293125504984	0.586206896551724	29
7730	0.329861111111111	0.228531855955679	0.166666666666667	0.0526315789473685	2	0.328671328671329	0.583333333333333	0.456002331002331	0.416666666666667	0.583333333333333	-0.0183309635848493	0.600178174321006	0.60737536225797	0.296158362440418	0.0211381880814942	0.790374450777148	0.785847658300205	0.335297777919918	-0.0290931096752308	0.779413654522527	0.785649769293386	0.343737322296764	3	20	2	15	2	0.0342294504595218	2	5.73395675001056	0.825581395348837	43
7737	0.380622837370242	0.272189349112426	0	0	4	0.645833333333333	0.729166666666667	0.6875	0.645833333333333	0.729166666666667	-0.0326491985568108	1	1	0.357466063348416	-0.0274351811539641	1	1	0.256710002388	-0.0318395253405269	1	1	0.256440788710377	0	18	0	9	9	4.77076487279478	9	6.34270394467118	0.8	30
7739	0.614795918367347	0.524305555555556	0.142857142857143	0.0833333333333334	8	0.622895622895623	0.725714285714286	0.674304954304954	0.666666666666667	0.729166666666667	-0.0191272266921037	0.809097114410325	0.812680026016663	0.615976037851038	-0.0252894416900421	0.8530802361399	0.856704109214346	0.28940139225092	-0.028446914966666	0.8521384447561	0.856228305912423	0.291762164504864	2	14	0	8	35	7.63817001953776	35	9.16876090826707	0.615384615384615	26
7740	0.662190082644628	0.4765625	0.545454545454545	0.416666666666667	3	0.0966638152266895	0.0670553935860059	0.0818596044063477	0.291666666666667	0.291666666666667	0.152861594675995	0.301663154602796	0.175652005612813	0.580168657923105	0.136122899856945	0.305510167133502	0.196077969017244	0.56399492842145	0.131922810171508	0.30501311345718	0.199395059925338	0.566399939117068	12	14	9	9	5	6.21511672431766	5	37.3522720926311	0.5	46
7748	0.622837370242215	0.591049382716049	0	0.0555555555555556	5	0.645833333333333	0.604166666666667	0.625	0.645833333333333	0.604166666666667	-0.0140123857853158	0.954899335253758	0.955522570159424	0.642380386498034	-0.0215222262042932	0.973126347666765	0.973692542713348	0.330471685568888	-0.0234404222406963	0.973086447010925	0.973702863005791	0.331038209398005	0	20	1	12	14	9.55514876375199	14	12.4167856611891	0.471428571428571	35
7750	0.265927977839335	0.357142857142857	0	0	3	0.604166666666667	0.708333333333333	0.65625	0.604166666666667	0.708333333333333	-0.0514269158336955	1	1	0.32427843803056	-0.0128750188786216	1	1	0.268854535379466	-0.0346189480209388	1	1	0.270930191290769	0	18	0	12	5	1.04930658286959	5	1.18541785999168	0.818181818181818	33
7753	0.404296875	0.524930747922438	0.125	0.157894736842105	4	0.527675276752767	0.537525354969574	0.532600315861171	0.625	0.541666666666667	0.295936914446729	0.796365603082832	0.710772513009759	0.493926577808157	0.0935827757096972	0.796493571655096	0.775482611217761	0.364375142740654	0.0927849372665985	0.796420302176679	0.775599297028927	0.364825393177858	3	17	2	11	9	6.21086901911783	9	9.18501648391586	0.485714285714286	35
7758	0.667355371900826	0.64875	0.318181818181818	0.5	5	0.354297693920335	0.129488574537541	0.241893134228938	0.395833333333333	0.375	0.0350835764356762	0.426742106258224	0.40589891544782	0.681301406926407	0.0320247987191577	0.457384024782079	0.439431945673896	0.568508731597493	0.0145771154980959	0.448309775508604	0.440148759311333	0.580578197607432	8	15	8	8	14	8.56275653041189	14	26.3908507948413	0.380952380952381	42
7782	0.255	0	0.1	0	2	0.436619718309859	1e-04	0.21835985915493	0.541666666666667	0.6875	0.0907529836009272	0.65999828281961	0.626062322946176	0.152813852813853	0.376713125725101	0.889601357398494	0.822876676602666	0.213258838887646	-0.00114167603483184	0.850589320236605	0.850759704305631	0.273476208518711	1	21	1	10	2	0.540932857974183	2	3.40623675124078	0.914285714285714	35
7797	0.459183673469388	0.485207100591716	0	0	4	0.708333333333333	0.729166666666667	0.71875	0.708333333333333	0.729166666666667	-0.0199899421674629	1	1	0.509450549450549	-0.0268976408973882	1	1	0.248294902713969	-0.0277499043322038	1	1	0.248354616349215	0	17	0	7	9	3.34169342467604	9	4.50308941416522	0.666666666666667	27
7802	0.13265306122449	0.291666666666667	0	0	3	0.708333333333333	0.75	0.729166666666667	0.708333333333333	0.75	-0.0429600198659051	1	1	0.223214285714286	-0.0268530962148776	1	1	0.219795599531311	-0.0347167769360683	1	1	0.220540940374349	0	15	0	9	5	2.91383737992186	5	3.99707677418002	0.884615384615385	26
7804	0.290657439446367	0.277777777777778	0	0	2	0.645833333333333	0.75	0.697916666666667	0.645833333333333	0.75	-0.0761538076903845	1	1	0.306463326071169	-0.0207104655519923	1	1	0.244595340620514	-0.0377979330377134	1	1	0.245552394186021	0	15	0	12	2	1.8081576678433	2	2.47009819725981	0.827586206896552	29
7812	0.290657439446367	0.197530864197531	0	0	2	0.645833333333333	0.625	0.635416666666667	0.645833333333333	0.625	-0.0423162583518931	1	1	0.257476728064963	-0.0310298892338334	1	1	0.272961958077183	-0.0330801766252296	1	1	0.273240352832513	0	20	0	13	2	0.210268522759131	2	0.266918203530861	0.857142857142857	35
7815	0.539792387543253	0.291666666666667	0	0	5	0.645833333333333	0.75	0.697916666666667	0.645833333333333	0.75	-0.0171679777880611	1	1	0.469498910675381	-0.0304700801272221	1	1	0.261725736999006	-0.0283015912710207	1	1	0.259911996294581	0	17	0	10	14	7.68404078293508	14	10.0640392211226	0.724137931034483	29
7817	0.160899653979239	0.391111111111111	0.0588235294117647	0	2	0.464566929133858	0.6875	0.576033464566929	0.625	0.6875	0.0495453347049974	0.896035314790357	0.890615839970259	0.285690359477124	0.075153900967541	0.967307020544589	0.964650356973324	0.282192920219469	-0.0229639020887453	0.964989869021901	0.965775790419766	0.305058838417323	1	17	0	12	2	7.10963535367801	2	7.35779918605504	0.828125	32
7818	0.152777777777778	0.569444444444444	0	0	3	0.75	0.75	0.75	0.75	0.75	0.316538882803943	1	1	0.393939393939394	0.0246339543426922	1	1	0.218018018018018	0.0246339543426922	1	1	0.218018018018018	0	14	0	8	5	1.03130087302039	5	1.16291720533505	0.666666666666667	24
7822	0	0.152777777777778	0	0	2	1e-04	0.75	0.37505	0.666666666666667	0.75	0.0249307479224376	1	1	0.0705128205128206	0.690228741627838	1	1	0.130498386438921	-0.0558180827104573	1	1	0.276960205895195	0	16	0	10	2	0.995895655100331	2	1.11863672723486	0.964285714285714	28
7823	0.244897959183674	0.583333333333333	0	0	4	0.708333333333333	0.75	0.729166666666667	0.708333333333333	0.75	0.0366821145236038	1	1	0.434523809523809	-0.0101758836080671	1	1	0.234149199323005	-0.0210380856469215	1	1	0.235383032096224	0	15	0	9	9	4.42780378283224	9	6.47636563425712	0.730769230769231	26
7828	0.612426035502959	0.556213017751479	0.0769230769230769	0	4	0.708333333333333	0.729166666666667	0.71875	0.708333333333333	0.729166666666667	-0.0617744610281924	0.935323383084577	0.939086294416244	0.631410256410256	-0.0355091906962154	1	1	0.257745121424875	-0.0352065625952293	1	1	0.257961181363694	1	13	0	10	9	2.0225948066734	9	2.04323617240477	0.538461538461538	26
7840	0.705103969754253	0.777777777777778	0.260869565217391	0.333333333333333	6	0.395833333333333	0.4	0.397916666666667	0.395833333333333	0.416666666666667	-0.0227795723988601	0.606521208547646	0.615284855045085	0.767982621243491	-0.0232682856737874	0.588883095348739	0.598231558226634	0.523765683152129	-0.0234587317841992	0.588842157994421	0.598266320627501	0.523768835926048	7	18	5	11	20	17.7076210417845	20	23.8445037895514	0.363636363636364	44
7845	0.415879017013233	0.65916955017301	0.173913043478261	0.117647058823529	4	0.41025641025641	0.604166666666667	0.507211538461539	0.4375	0.604166666666667	0.295445128331392	0.805249825745508	0.723584092473505	0.542660519585409	0.151004916992315	0.772345860090367	0.731854583770808	0.376858631034568	0.110445968057041	0.766210600666164	0.737183587574558	0.388584037254714	4	20	2	12	9	11.6555629690382	9	15.2809051647058	0.4875	40
7849	0.509695290858726	0.420138888888889	0.421052631578947	0.166666666666667	10	0.0952380952380953	0.431952662721894	0.263595378979994	0.4375	0.708333333333333	-0.0152358399053548	0.340611539652346	0.350507109353896	0.49666539820073	0.02427470871162	0.134896673127777	0.113374087362323	0.465423826773037	-0.0194866316548427	0.150147093611026	0.166391318923444	0.468105737138225	5	11	2	10	54	13.5122371057228	54	12.801792432869	0.709677419354839	31
7851	0.329861111111111	0.4234404536862	0.166666666666667	0.173913043478261	2	0.328671328671329	0.417721518987342	0.373196423829335	0.416666666666667	0.4375	-0.0096145874811361	0.557737507165827	0.561949185047372	0.388568540788707	-0.00834672300414792	0.669642900492349	0.672377474958787	0.390117946402139	-0.0219442822228671	0.667139887263681	0.674287416127714	0.393577056727989	5	21	3	15	2	0.121407039146146	2	9.03369626673612	0.74468085106383	47
7855	0.377066115702479	0	0.181818181818182	0	3	0.349353049907579	1e-04	0.174726524953789	0.458333333333333	0.5625	0.136385043990319	0.598437687830024	0.535021586442425	0.200059299747332	0.355325683499908	0.840134034117602	0.752020575675632	0.218885206150714	0.0504299267214977	0.738679050711981	0.724800773906261	0.286739182266528	4	21	0	15	5	5.16525771116307	5	2.74632115629491	0.883720930232558	43
7856	0.63671875	0.210059171597633	0.125	0.153846153846154	4	0.625	0.154471544715447	0.389735772357724	0.625	0.6875	0.117204984106315	0.742757167022924	0.708604117212126	0.473345859121721	0.298449189688149	0.83578108846594	0.765920145597064	0.323850938664619	0.0258451158516032	0.799417451636021	0.794095834627645	0.426096801683254	2	14	2	8	9	8.36574364434135	9	13.2900034077079	0.689655172413793	29
7859	0.223090277777778	0	0.166666666666667	0	3	0.144766146993319	1e-04	0.0724330734966593	0.416666666666667	0.541666666666667	0.0780492594684532	0.330297518829707	0.273602751504729	0.119709321475626	0.163853395006805	0.597717642903961	0.51888537883938	0.156400531072233	0.0319277518618109	0.576916698763759	0.562963092837419	0.173183914788878	3	22	1	17	5	2.38959835529532	5	5.76157810852276	0.934782608695652	46
7861	0.46900826446281	0.486111111111111	0.136363636363636	0.25	4	0.479166666666667	0.320754716981132	0.399960691823899	0.479166666666667	0.375	0.0250156680798923	0.61479334715407	0.60490990446245	0.495209007066715	0.0104010575593789	0.574336097993478	0.569862210082078	0.420336001861011	-0.00366213771080266	0.58972881492733	0.591225802331813	0.424402410754889	2	24	6	11	9	8.75642941030477	9	21.5808141983327	0.684782608695652	46
7897	0.22875	0.350415512465374	0.15	0.210526315789474	5	0.207920792079208	0.249382716049383	0.228651754064295	0.520833333333333	0.520833333333333	-0.0010307509663195	0.398568192647615	0.399187480732427	0.298740744793376	-0.011143481061009	0.451872935517509	0.457913664332453	0.358514884753612	-0.0186723822382002	0.450723679293331	0.460791977593607	0.360535751003306	3	19	3	11	14	5.92798145339661	14	10.4508248087766	0.833333333333333	39
7898	0.360537190082645	0.471655328798186	0.272727272727273	0.19047619047619	4	0.138662316476346	0.424657534246575	0.281659925361461	0.416666666666667	0.479166666666667	-0.0204108076736584	0.447313890654294	0.458369016488835	0.429366388952322	0.0602730472119275	0.470504133481985	0.436542854339704	0.40627957422288	-0.0245076575950367	0.438505165120679	0.451936907726592	0.429730890546983	5	20	5	11	9	6.93626853788612	9	16.8187767309371	0.732558139534884	43
7921	0.588235294117647	0.73469387755102	0	0	6	0.645833333333333	0.708333333333333	0.677083333333333	0.645833333333333	0.708333333333333	0.192661427103987	1	1	0.699507389162561	0.0442611868117117	1	1	0.29647362481424	0.0377832137014021	1	1	0.29726300234508	0	20	0	9	20	14.9058563098907	20	20.5794979352927	0.32258064516129	31
7929	0.228531855955679	0	0.157894736842105	0	2	0.182795698924731	1e-04	0.0914478494623654	0.541666666666667	0.583333333333333	0.103938079442035	0.402058348218083	0.332700522069293	0.115275194222563	0.210566444593947	0.681030152537931	0.59595098880994	0.156022808809515	0.0349416882511476	0.664159144877389	0.651999416994803	0.182662030198067	2	23	1	11	2	0.797354580124034	2	5.00546355328691	0.935897435897436	39
7931	0.155381944444445	0.369565217391304	0.166666666666667	0.0869565217391305	4	1e-04	0.479166666666667	0.239633333333333	0.416666666666667	0.479166666666667	0.0119469294314962	0.530963415458488	0.525292113841984	0.268922379826635	0.310814161651964	0.669255596623465	0.520094022579857	0.270843668819551	-0.0125254512710692	0.616109127906057	0.620858051901779	0.343819082482528	5	21	1	17	9	9.74540252322416	9	12.1345079184674	0.851063829787234	47
7937	0.585	0.651111111111111	0.35	0.133333333333333	3	0.251336898395722	0.645833333333333	0.448585115864528	0.4375	0.645833333333333	0.0107022148513129	0.604192040158294	0.599910193084867	0.642712842712843	0.0715340866287703	0.646192989264937	0.618933764137445	0.418028245908346	-0.0136009841895351	0.640780616256661	0.645600794250839	0.450774934518431	4	15	4	9	5	3.81813382288976	5	15.7628880398203	0.485714285714286	35
7950	0.49537037037037	0.410493827160494	0.166666666666667	0.222222222222222	5	0.496503496503497	0.297560975609756	0.397032236056626	0.5625	0.541666666666667	0.00948766603415562	0.593548387096774	0.589655172413793	0.473856209150327	0.0268925035520971	0.477503597804918	0.463064045747946	0.405452678098457	-0.0123963673390512	0.462192296633786	0.468777525565634	0.418451554808854	4	15	3	13	14	4.15041662451061	14	10.5483649675831	0.694444444444444	36
7951	0.188365650969529	0.511834319526627	0.105263157894737	0.0769230769230769	3	0.283018867924528	0.708333333333333	0.495676100628931	0.5625	0.708333333333333	0.535835362348693	0.871243964923588	0.722606970388949	0.337968117408907	0.372864563464705	0.857672328023538	0.773051140655083	0.282786093341805	0.204347542438775	0.837362664273824	0.795592492449932	0.345956533855784	2	18	0	10	5	4.5027374817449	5	3.01244197479357	0.609375	32
7952	0.600591715976331	0.633333333333333	0.307692307692308	0.4	5	0.322475570032573	0.225806451612903	0.274141010822738	0.645833333333333	0.5625	-0.0489702541103522	0.425361513955755	0.452188006482982	0.651944209636517	-0.0391700793617143	0.250361119457382	0.278617720591931	0.548734875770272	-0.0394247191437484	0.215685256273444	0.24543381614721	0.547172670426982	7	5	2	12	14	10.6014627031777	14	7.35503004938205	0.446428571428571	28
7954	0.678638941398866	0.809917355371901	0.608695652173913	0.181818181818182	8	0.0543318649045521	0.458333333333333	0.256332599118943	0.229166666666667	0.458333333333333	0.140183549981875	0.552217948742326	0.47921204432849	0.76806691791525	0.148038406082876	0.538930849425283	0.458814629829936	0.580626821443548	0.0933391333721061	0.545123949532932	0.498295264293396	0.620745983400683	11	13	5	13	35	29.6383935724418	35	36.9032335820782	0.288888888888889	45
7955	0.696597353497164	0.696597353497165	0.565217391304348	0.304347826086957	4	0.104119850187266	0.375	0.239559925093633	0.25	0.375	-0.029174616852342	0.377115775220041	0.394773039889959	0.718379446640316	-0.00746123312000888	0.368960086401241	0.373633552484705	0.590522972936133	-0.0274478718600042	0.352874535056568	0.370162241153966	0.601890829870177	12	15	6	11	9	8.30492178715233	9	23.9196379528922	0.358695652173913	46
7956	0.450850661625709	0.244834710743802	0.173913043478261	0.181818181818182	4	0.4375	0.147699757869249	0.292599878934625	0.4375	0.458333333333333	0.00725808129659468	0.512845882146939	0.509284227174249	0.36228258316226	0.108941714482833	0.613769850390418	0.566548949841799	0.362353877050179	-0.0131653886864304	0.55667956992126	0.562440214569997	0.394728288872709	5	20	3	14	9	3.50044591017531	9	12.2546451969498	0.788888888888889	45
7960	0.657596371882086	0.656462585034014	0.238095238095238	0.333333333333333	7	0.458333333333333	0.326460481099656	0.392396907216495	0.458333333333333	0.416666666666667	0.0924265259984928	0.620195930670686	0.58151700087184	0.682738095238095	0.0448034080327217	0.515258404841909	0.492521645036715	0.491749608163898	0.03883180749549	0.531679277548474	0.51275882191729	0.496102021669978	9	16	2	13	27	14.9006252954509	27	8.61293129386211	0.464285714285714	42
7963	0.244897959183674	0.0540123456790125	0	0.0555555555555556	2	0.5625	1e-04	0.2813	0.5625	0.604166666666667	0.0318507302985402	0.849164974172533	0.844202716928167	0.164579414579414	0.443741797801215	0.946407404112539	0.903655180857343	0.213041569507849	-0.0240876296505904	0.959278221995081	0.96023604150085	0.296902774798868	0	20	1	15	2	1.78203923954507	2	2.70683794141949	0.91025641025641	39
7970	0.698224852071006	0.652777777777778	0	0	5	0.729166666666667	0.75	0.739583333333333	0.729166666666667	0.75	0.0530966120882459	1	1	0.735228539576366	-0.0091459472571666	1	1	0.247529825469765	-0.00893273616773717	1	1	0.247439361659132	0	16	0	7	14	3.02738895839761	14	3.4013225829393	0.36	25
7971	0.795918367346939	0.744444444444444	0.142857142857143	0.0666666666666667	8	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.0380752257632383	0.879008093986266	0.874218952194328	0.822447241987472	-0.00684177895497773	0.909412906043306	0.91002847135454	0.319385839237467	-0.00684177895497773	0.909412906043306	0.91002847135454	0.319385839237467	2	16	1	8	35	12.6963983884331	35	13.617773862232	0.293103448275862	29
7972	0.636678200692042	0.417777777777778	0	0	3	0.645833333333333	0.6875	0.666666666666667	0.645833333333333	0.6875	0.0296715540063845	1	1	0.569673202614379	-0.0187509265586325	1	1	0.292607393168878	-0.0148236154127245	1	1	0.291691352800113	0	20	0	9	5	1.62656999609232	5	1.89089023387367	0.59375	32
7974	0.764542936288089	0.807692307692308	0	0.0769230769230769	8	0.604166666666667	0.708333333333333	0.65625	0.604166666666667	0.708333333333333	-0.0578374586823965	0.960323264364745	0.962492597223136	0.833168859649123	-0.0282489497828732	1	1	0.331833002967429	-0.0354394702344553	1	1	0.329731795789074	1	17	0	11	35	11.002452773216	35	14.4813227701109	0.34375	32
7980	0.473372781065089	0.533203125	0	0.0625	5	0.729166666666667	0.645833333333333	0.6875	0.729166666666667	0.645833333333333	0.237725707604592	0.951558093002997	0.936450818976492	0.542615310934277	0.037890753293962	1	1	0.273644833263812	0.0352440590729271	1	1	0.274269975376874	0	15	1	11	14	10.6265974008032	14	14.9365690077802	0.53448275862069	29
7983	0.777777777777778	0.755555555555556	0	0	6	0.75	0.6875	0.71875	0.75	0.6875	0.00561347233360062	1	1	0.826666666666667	-0.0145211454945471	1	1	0.272605251096707	-0.0171898384043854	1	1	0.272451046590142	0	16	0	9	20	8.25876444862474	20	11.0073287015797	0.296296296296296	27
7987	0.565759637188209	0.513429752066116	0.333333333333333	0.318181818181818	5	0.258511979823455	0.234782608695652	0.246647294259554	0.416666666666667	0.395833333333333	0.199632104813504	0.532446618793918	0.415826916574238	0.557337208074588	0.130202168884387	0.379989384759744	0.287178476353495	0.505542436959121	0.129220717505667	0.379748197450022	0.28770491556336	0.505938224736718	7	16	6	11	14	12.0426699121437	14	23.8486283170148	0.465116279069767	43
7997	0.595703125	0.63905325443787	0.0625	0	6	0.645833333333333	0.729166666666667	0.6875	0.645833333333333	0.729166666666667	-0.0638025656920397	0.944371416117597	0.947707793084505	0.659424427743393	-0.0279793232089693	0.967201856736033	0.96809454964368	0.283859130017585	-0.0356132838030789	0.966975500660782	0.96811116673017	0.285119670066189	0	15	1	10	20	5.89363226909587	20	8.07832188257089	0.551724137931034	29
8001	0.457465277777778	0.249131944444444	0.125	0.125	2	0.4375	0.331786542923434	0.384643271461717	0.4375	0.4375	0.0775378175244981	0.684901531728665	0.658415841584158	0.365942028985507	0.0384585114688159	0.773662172949608	0.764609400894248	0.374956936348699	0.0114544151082949	0.770604746645093	0.767946711956599	0.382477501586416	2	25	4	14	2	2.55475182255207	2	12.7383848564609	0.75	48
8002	0.433884297520661	0.258503401360544	0.272727272727273	0	5	0.228070175438597	0.5625	0.395285087719298	0.416666666666667	0.5625	0.0163551802428828	0.620656795491595	0.614349410591038	0.361816855861099	0.0368848499388619	0.658972313614569	0.645911824392148	0.366588810307627	-0.0133770611792587	0.632289489645589	0.637143443994569	0.378536917575234	3	21	2	15	14	2.3815769263642	14	7.39983005585712	0.790697674418605	43
8007	0.337777777777778	0.4609375	0	0	3	0.6875	0.666666666666667	0.677083333333333	0.6875	0.666666666666667	-0.0048374206032053	1	1	0.429022988505747	-0.0268025188540999	1	1	0.27015173862519	-0.0257142462322897	1	1	0.269922607000974	0	15	0	13	5	0.398174340485909	5	0.510447108945508	0.741935483870968	31
8017	0.231111111111111	0.5703125	0	0	3	0.6875	0.666666666666667	0.677083333333333	0.6875	0.666666666666667	0.0883517478034617	1	1	0.434195402298851	-0.0118661091630676	1	1	0.271123849110575	-0.00800252793617405	1	1	0.270445431376958	0	16	0	13	5	2.84540720972386	5	3.81371262472939	0.709677419354839	31
8028	0.710059171597633	0.642857142857143	0	0	5	0.729166666666667	0.708333333333333	0.71875	0.729166666666667	0.708333333333333	0.0894621295279912	1	1	0.729230769230769	0.0026823669725909	1	1	0.26494756484826	0.00166655556296247	1	1	0.265049602659326	0	15	0	10	14	1.54225996639046	14	1.8074412216054	0.333333333333333	27
8029	0.755102040816327	0.674556213017751	0	0	8	0.708333333333333	0.729166666666667	0.71875	0.708333333333333	0.729166666666667	-0.0183922297995453	1	1	0.773626373626374	-0.0242622472020769	1	1	0.268586924495564	-0.0236076294818994	1	1	0.268421989893968	0	15	0	10	35	6.70023112502763	35	8.7915689320909	0.407407407407407	27
8032	0.43213296398892	0.674556213017751	0	0	6	0.604166666666667	0.729166666666667	0.666666666666667	0.604166666666667	0.729166666666667	0.173113855909272	1	1	0.565991902834008	0.0500439404533844	1	1	0.28801937851615	0.0226699438018874	1	1	0.291294090233886	0	19	0	10	20	4.73912932553787	20	6.11342831205011	0.59375	32
8035	0.611111111111111	0.698224852071006	0	0	5	0.75	0.729166666666667	0.739583333333333	0.75	0.729166666666667	-0.0675905430981939	1	1	0.713489409141583	-0.0347648042440787	1	1	0.246186870321231	-0.0341176647345229	1	1	0.246032020970098	0	13	0	10	14	0.977370628688373	14	1.29050878784813	0.52	25
8039	0.278393351800554	0.255102040816327	0.105263157894737	0	4	0.451263537906137	0.708333333333333	0.579798435619735	0.5625	0.708333333333333	-0.0506295895655488	0.775699579397597	0.786508563217647	0.283880522420421	0.0420749542747227	0.935605938243273	0.932777557029034	0.286318443505989	-0.0401660733883645	0.930902721301771	0.933570916735302	0.302821806092731	2	16	0	12	9	3.96033824319328	9	1.22074935627927	0.848484848484849	33
